,Company Name,Meta data,Graphic card,Hard disk,Price,Date,Time,Processor Name,Processor Chip,Processor Chip Detail,RAM storage,RAM detail
6351,gigabyte,"['gigabyte', 'aero 16"" 4k amoled gaming laptop']",nvidia geforce rtx 3070 ti,1tb ssd,1699.99,09/16/2022,17:30:00,Intel,i7,i7 12700h,16gb,None
6352,asus,"['asus', 'rog zephyrus 14"" gaming laptop', 'amd rx 6800s', 'moonlight white']",,1tb ssd,2499.99,09/16/2022,17:30:00,AMD,ryzen 9,ryzen 9,32gb,None
6353,acer,"['acer', 'predator helios 300', '15.6"" qhd 240hz gaming laptop']",nvidia geforce rtx 3070 ti,1tb ssd,2099.99,09/16/2022,17:30:00,Intel,i7,i7,16gb,ddr5
6354,gigabyte,"['gigabyte', 'aorus 15.6 ips 240hz gaming laptop']",nvidia geforce rtx 3070,1tb ssd,1499.99,09/16/2022,17:30:00,Intel,i7,i7 11800h,16gb,None
6355,gigabyte,"['gigabyte', '15.6 ips level 240hz gaming laptop']",nvidia geforce rtx 3060,512gb ssd,1199.99,09/16/2022,17:30:00,Intel,i7,i7 11800h,16gb,None
6356,razer,"['razer', 'blade 14', '14"" gaming laptop', 'qhd 165hz', '16gb ram', 'black']",nvidia geforce rtx 3070 ti,1tb ssd,2349.99,09/16/2022,17:30:00,AMD,ryzen 9,ryzen 9 6900hx,None,None
6357,gigabyte,"['gigabyte', 'aero 16"" 4k amoled gaming laptop']",nvidia geforce rtx 3070 ti,1tb ssd,1599.99,09/16/2022,17:30:00,Intel,i7,i7 12700h,16gb,None
6358,asus,"['asus', 'rog 16"" wqxga 165hz gaming laptop', 'off black']",nvidia geforce rtx 3080 ti,2tb ssd,3199.99,09/16/2022,17:30:00,Intel,i9,i9,32gb,ddr5
6359,msi,"['msi', 'katana gf76 17.3"" gaming laptop', 'black']",nvidia geforce rtx 3050 ti,512 gb ssd,1099.99,09/16/2022,17:30:00,Intel,i7,i7,None,None
6360,asus,"['asus', 'rog zephyrus 14"" gaming laptop']",nvidia geforce rtx 3060,1tb ssd,1549.99,09/16/2022,17:30:00,AMD,ryzen 9,ryzen 9,16gb,None
6361,asus,"['asus', 'tuf gaming 17.3"" laptop', 'eclipse grey']",nvidia geforce rtx 3050 ti,512gb ssd,999.99,09/16/2022,17:30:00,Intel,i5,i5,8gb,None
6362,hp,"['hp', '17.3"" gaming laptop', 'shadow black']",nvidia geforce rtx 3060,512gb ssd,1549.99,09/16/2022,17:30:00,Intel,i7,i7 12700h,16gb,None
6363,msi,"['msi', 'delta 15.6"" fhd 240hz gaming laptop', 'radeon rx6700m', 'black']",,1tb ssd,1499.99,09/16/2022,17:30:00,AMD,ryzen 7,ryzen 7 5800,16gb,None
6364,alienware,"['alienware', 'm15 r7 15.6"" qhd 240hz gaming laptop', 'dark side of the moon']",nvidia geforce rtx 3060,1 tb ssd,1999.99,09/16/2022,17:30:00,Intel,i7,i7,16gb,None
6365,razer,"['razer', 'blade 15 advanced', '15.6"" gaming laptop', 'qhd', '240hz', '32gb ram', 'black']",nvidia geforce rtx 3080 ti,1tb ssd,3699.99,09/16/2022,17:30:00,Intel,i7,i7,None,None
6366,msi,"['msi', 'gp66 15.6"" 240hz gaming laptop', 'black']",nvidia geforce rtx 3070,1tb ssd,1699.99,09/16/2022,17:30:00,Intel,i7,i7,16gb,None
6367,lenovo,"['lenovo', 'legion slim 7 15"" 4k ultra hd gaming laptop', 'shadow black']",nvidia geforce rtx 3050 ti,1tb ssd,1439.99,09/16/2022,17:30:00,AMD,ryzen 9,ryzen 9 5900hx,16gb,None
6368,gigabyte,"['gigabyte', 'aorus 15.6"" 2k ips gaming laptop']",nvidia geforce rtx 3070 ti,1tb ssd,1609.99,09/16/2022,17:30:00,Intel,i7,i7 12700h,16gb,None
6369,asus,"['asus', 'gaming f17 fx706 17.3"" gaming laptop', '512 gb']",,,842.99,09/16/2022,17:30:00,Intel,None,None,None,None
6370,msi,"['msi', 'vector gp76 17.3"" gaming laptop', 'core black']",nvidia geforce rtx 3070 ti,1 tb ssd,2499.99,09/16/2022,17:30:00,Intel,i9,i9,None,None
6371,razer,"['razer', 'blade 15 advanced', '15.6"" gaming laptop', 'uhd', '144hz', '32gb ram', 'black']",nvidia geforce rtx 3080 ti,1tb ssd,3999.99,09/16/2022,17:30:00,Intel,i9,i9,None,None
6372,msi,"['msi', 'gf65 15.6"" 144hz gaming laptop', 'black']",nvidia geforce rtx 3060,512gb ssd,1099.99,09/16/2022,17:30:00,Intel,i5,i5,8gb,None
6373,lenovo,"['lenovo', 'ideapad gaming 3 15.6"" fhd laptop', 'shadow black']",nvidia geforce rtx 3050 ti,256gb ssd,899.99,09/16/2022,17:30:00,AMD,ryzen 5,ryzen 5 5600h,8gb,None
6374,dell,"['dell', 'g15 15.6"" fhd gaming laptop', '512gb solid state drive', 'black']",nvidia geforce rtx 3050 ti,,1199.99,09/16/2022,17:30:00,Intel,i7,i7,16gb,None
6375,dell,"['dell', 'g15 15.6"" fhd gaming laptop', '512gb solid state drive', 'black, dark shadow grey']",nvidia geforce rtx 3050,,1149.99,09/16/2022,17:30:00,Intel,i7,i7,16gb,None
6376,asus,"['asus', 'strix scar 15 g533 15.6"" gaming laptop', 'off black']",nvidia geforce rtx 3080,1 tb ssd,2472.99,09/16/2022,17:30:00,Intel,i9,i9,None,None
6377,dell,"['dell', 'g15 15.6"" fhd gaming laptop', '512gb solid state drive', 'phantom grey, with speckles']",nvidia geforce rtx 3050 graphics,,899.99,09/16/2022,17:30:00,AMD,ryzen 5,ryzen 5,8gb,None
6378,razer,"['razer', 'blade 17', '17.3"" gaming laptop', 'uhd 144hz', '32gb ram', 'black']",nvidia geforce rtx 3080 ti,1tb ssd,4299.99,09/16/2022,17:30:00,Intel,i9,i9,None,None
6379,gigabyte ,"['gigabyte aorus 17.3"" fhd laptop']",nvidia geforce rtx 3080 ti,1tb ssd,2899.0,09/16/2022,17:30:00,Intel,i9,i9 12900h,32gb,ddr5
6380,asus,"['asus', 'rog zephyrus 14"" gaming laptop', 'moonlight white']",nvidia geforce rtx 3060,1tb ssd,1317.99,09/16/2022,17:30:00,AMD,ryzen 9,ryzen 9,16gb,None
6381,razer,"['razer', 'blade 15 advanced', '15.6"" gaming laptop', 'qhd', '240hz', '16gb ram', 'black']",nvidia geforce rtx 3070 ti,1tb ssd,2999.99,09/16/2022,17:30:00,Intel,i7,i7,None,None
6382,asus,"['asus', 'zenbook 14 um425 14"" laptop', 'pine gray']",,1 tb ssd,1099.99,09/16/2022,17:30:00,AMD,ryzen 9,ryzen 9,None,None
6383,asus,"['asus', 'rog 13.4"" touchscreen gaming tablet', 'black']",nvidia geforce rtx 3050 ti v4g graphics,1tb ssd,1899.99,09/16/2022,17:30:00,Intel,i9,i9,16gb,None
6384,hp ,"['hp omen', '16.1"" gaming laptop', 'shadow black']",nvidia geforce rtx 3060,512gb ssd,1499.99,09/16/2022,17:30:00,Intel,i7,i7,16gb,None
6385,asus,"['asus', 'vivobook pro 16x n7600 16"" laptop']",,1 tb ssd,1549.99,09/16/2022,17:30:00,Intel,i7,i7,None,None
6386,asus,"['asus', 'flow x16 gv601 16"" touch', 'screen multifunctional laptop', 'eclipse gray']",nvidia geforce rtx 3070 ti,1 tb ssd,2699.99,09/16/2022,17:30:00,AMD,ryzen 9,ryzen 9,None,None
6387,alienware,"['alienware', 'm15 r5 15.6"" fhd gaming laptop', '1tb solid state drive', 'dark side of the moon']",nvidia geforce rtx 3070,,1999.99,09/16/2022,17:30:00,AMD,ryzen 9,ryzen 9,16gb,None
6388,hp,"['hp', 'pavilion 15.6"" touch', 'screen laptop', 'ceramic white']",,512gb ssd,869.99,09/16/2022,17:30:00,Intel,i7,i7 1255u,8gb,None
6389,msi,"['msi', 'gf63 15.6"" gaming laptop', 'black']",nvidia geforce gtx 1650,256gb ssd,629.99,09/16/2022,17:30:00,Intel,i5,i5,8gb,None
6390,razer,"['razer', 'blade 17', '17.3"" gaming laptop', 'qhd 240hz', '16gb ram', 'black']",nvidia geforce rtx 3060,1tb ssd,2799.99,09/16/2022,17:30:00,Intel,i7,i7,None,None
6391,hp,"['hp', 'victus 15.6"" gaming laptop', 'mica silver']",nvidia geforce rtx 3050 ti,512gb ssd,1099.99,09/17/2022,9:30:00,Intel,i7,i7 12650h,16gb,None
6392,hp ,"['hp omen', '16.1"" laptop', 'shadow black']",nvidia geforce rtx 3050 ti,1tb ssd,1479.99,09/17/2022,9:30:00,Intel,i7,i7 12700h,16gb,None
6393,hp ,"['hp omen', '16.1"" qhd laptop', 'shadow black']",nvidia geforce rtx 3060,1tb ssd,1699.99,09/17/2022,9:30:00,Intel,i7,i7 12700h,16gb,None
6394,asus,"['asus', 'rog zephyrus 16"" wqxga 165hz gaming laptop', 'off black']",nvidia geforce rtx 3070 ti,1tb pcie 4.0 ssd,2149.99,09/17/2022,9:30:00,Intel,i9,i9,None,None
6395,hp,"['hp', 'victus 15.6"" gaming laptop', 'mica silver']",nvidia geforce gtx 1650,512gb ssd,699.99,09/17/2022,9:30:00,Intel,i5,i5 12450h,8gb,None
6396,acer,"['acer', 'nitro 5', '15.6"" fhd gaming laptop', 'black']",nvidia geforce rtx 3050 ti,512gb gen 4 ssd,999.99,09/17/2022,9:30:00,Intel,i5,i5,16gb,ddr4
6397,lenovo,"['lenovo', 'ideapad gaming 3i 15.6"" fhd laptop', 'shadow black']",nvidia geforce gtx 1650,256gb ssd,599.99,09/17/2022,9:30:00,Intel,i5,i5 11300h,8gb,None
6398,asus,"['asus', 'tuf gaming 17.3"" laptop', 'eclipse grey']",nvidia geforce rtx 3050 ti,512gb ssd,749.99,09/17/2022,9:30:00,Intel,i5,i5,8gb,ddr4
6399,dell,"['dell', 'g15re 5000 15.6"" gaming laptop', '1tb solid state drive', 'grey']",nvidia geforce rtx 3050 ti,,1099.99,09/17/2022,9:30:00,AMD,ryzen 7,ryzen 7,16gb,None
6400,asus,"['asus', 'tuf dash 15.6"" gaming laptop', 'eclipse grey']",nvidia geforce rtx 3060,512gb ssd,1199.99,09/17/2022,9:30:00,Intel,i7,11th gen i7,16gb,None
6401,lenovo,"['lenovo', 'ideapad gaming 3 15ihu6 15.6"" gaming laptop', 'shadow black']",nvidia geforce rtx 3050,256 gb ssd,939.99,09/17/2022,9:30:00,Intel,i5,i5,None,None
6402,lenovo,"['lenovo', 'legion 5 15"" gaming laptop', 'phantom blue']",nvidia geforce rtx 3050 ti,512gb ssd,899.99,09/17/2022,9:30:00,AMD,ryzen 7,ryzen 7 5800h,8gb,None
6403,gigabyte,"['gigabyte', '15.6"" fhd ips gaming laptop', '16gb']",nvidia geforce rtx 3060,512gb ssd,899.99,09/17/2022,9:30:00,Intel,i5,i5 11400h,None,None
6404,dell ,"['dell g15 15.6"" fhd 120hz gaming laptop', 'phantom grey with speckles']",nvidia geforce rtx 3050,512gb ssd,949.99,09/17/2022,9:30:00,AMD,ryzen 5,ryzen 5,8gb,None
6405,asus,"['asus', 'rog zephyrus 14"" fhd 144hz gaming laptop', 'moonlight white']",nvidia geforce rtx 3060,512gb pcie ssd,1399.99,09/17/2022,9:30:00,AMD,ryzen 7,ryzen 7,16gb,ddr4
6406,asus,"['asus', 'rog zephyrus 16"" fhd 165hz gaming laptop', 'off black']",nvidia geforce rtx 3060,512gb pcie 4.0 ssd,1649.99,09/17/2022,9:30:00,Intel,i7,i7,None,None
6407,asus,"['asus', 'rog zephyrus 14” wqxga 120hz gaming laptop', 'amd radeon rx 6700s']",,1tb pcie 4.0 ssd,1349.99,09/17/2022,9:30:00,AMD,ryzen 9,ryzen 9,16gb,ddr5
6408,alienware,"['alienware', 'm17 r5 17.3"" fhd gaming laptop', 'dark side of the moon']",nvidia geforce rtx 3070 ti,1tb ssd,2499.99,09/17/2022,9:30:00,AMD,ryzen 9,ryzen 9,16gb,None
6409,asus,"['asus', 'rog strix g15 advantage edition 15.6"" qhd gaming laptop', 'radeon\xa0rx 6800m']",,512gb ssd,1399.99,09/17/2022,9:30:00,AMD,ryzen 9,ryzen 9 5980hx,16gb,None
6410,asus,"['asus', 'tuf dash 15.6"" fhd 144hz gaming laptop', 'off black']",nvidia geforce rtx 3070,512gb pcie ssd,1499.99,09/17/2022,9:30:00,Intel,i7,i7,16gb,ddr5
6411,asus,"['asus', 'tuf gaming a15 15.6"" fhd 144hz gaming laptop']",nvidia geforce rtx 3050 ti,512gb pcie ssd,1079.99,09/17/2022,9:30:00,AMD,ryzen 7,ryzen 7,None,None
6412,acer,"['acer', 'predator helios 300', '15.6"" fhd 165hz gaming laptop']",nvidia geforce rtx 3060,512gb ssd,1499.99,09/17/2022,9:30:00,Intel,i7,i7,16gb,ddr5
6413,lenovo,"['lenovo', 'legion 5 pro 16"" wqxga gaming laptop', 'storm grey']",nvidia geforce rtx 3050 ti,512gb ssd,1199.99,09/17/2022,9:30:00,AMD,ryzen 7,ryzen 7 6800h,16gb,None
6414,gigabyte,"['gigabyte', 'aorus 15.6"" ips gaming laptop']",nvidia geforce rtx 3070,512gb ssd,1249.99,09/17/2022,9:30:00,Intel,i7,i7 12700h,16gb,None
6415,lenovo,"['lenovo', 'legion slim 7 amd advantage edition 16"" wqxga gaming laptop', 'amd radeon rx 6800s', 'onyx grey']",,1tb ssd,1699.99,09/17/2022,9:30:00,AMD,ryzen 9,ryzen 9 6900hx,16gb,None
6416,acer,"['acer', 'nitro 5 17.3"" full hd ips 144hz gaming laptop']",nvidia geforce rtx 3050,512gb pcie gen 4 ssd,949.99,09/17/2022,9:30:00,Intel,i5,i5 12500h,None,None
6417,msi,"['msi', 'gs66 15.6"" gaming laptop', 'black']",nvidia geforce rtx 3060,1tb ssd,1049.99,09/17/2022,9:30:00,Intel,i7,i7,16gb,None
6418,msi,"['msi', 'sword 15.6"" 144hz gaming laptop', 'black']",nvidia geforce rtx 3060,1tb ssd,1349.99,09/17/2022,9:30:00,Intel,i7,i7,16gb,None
6419,msi,"['msi', 'stealth 17.3"" 144hz gaming laptop', 'black']",nvidia geforce rtx 3060,1tb ssd,1799.99,09/17/2022,9:30:00,Intel,i7,i7,16gb,None
6420,asus,"['asus', 'rog zephyrus 15.6"" wqhd 165hz gaming laptop', 'eclipse gray']",nvidia geforce rtx 3060,512gb pcie 4.0 ssd,1619.99,09/17/2022,9:30:00,AMD,ryzen 9,ryzen 9,None,None
6421,msi,"['msi', 'sword 15.6"" 144hz gaming laptop', 'black']",nvidia geforce rtx 3050,512gb ssd,799.99,09/17/2022,9:30:00,Intel,i5,i5,8gb,None
6422,asus,"['asus', 'rog zephyrus 15.6"" wqhd 165hz gaming laptop', 'eclipse grey']",nvidia geforce rtx 3070 ti,1tb pcie 4.0 ssd,1799.99,09/17/2022,9:30:00,AMD,ryzen 9,ryzen 9,None,None
6423,asus,"['asus', 'rog zephyrus 14"" wqxga 120hz gaming laptop', 'amd radeon rx 6800s', 'moonlight white']",,1tb pcie 4.0 ssd,1899.99,09/17/2022,9:30:00,AMD,ryzen 9,ryzen 9,16gb,ddr5
6424,lenovo,"['lenovo', 'legion slim 7i 16"" wuxga gaming laptop', 'onyx grey']",nvidia geforce rtx 3060,512gb ssd,1699.99,09/17/2022,9:30:00,Intel,i7,i7 12700h,16gb,None
6425,asus,"['asus', 'rog 13.4"" touchscreen gaming laptop', 'off black']",nvidia geforce rtx 3050 ti v4g graphics,1tb ssd,1599.99,09/17/2022,9:30:00,AMD,ryzen 9,ryzen 9,16gb,None
6426,alienware ,"['alienware x15 r2  15.6"" fhd gaming laptop', 'lunar light']",nvidia geforce rtx 3070ti,1tb ssd,2399.99,09/17/2022,9:30:00,Intel,i7,12th gen i7,16gb,None
6427,asus,"['asus', 'rog zephyrus g14 14"" laptop']",nvidia geforce gtx 1650,512gb ssd,1149.99,09/17/2022,9:30:00,AMD,ryzen 7,ryzen 7,16gb,None
6428,msi,"['msi', 'vector gp66 15.6"" 360hz gaming laptop', 'black']",nvidia geforce rtx 3070 ti,1tb ssd,2399.99,09/17/2022,9:30:00,Intel,i9,i9,32gb,None
6429,asus,"['asus', 'rog 13.4"" touchscreen gaming laptop', 'off black']",nvidia geforce rtx 3050 ti v4g graphics,1tb ssd,1199.99,09/17/2022,9:30:00,AMD,ryzen 9,ryzen 9,16gb,None
6430,lenovo,"['lenovo', 'ideapad gaming 3 15.6"" fhd 120hz laptop', 'shadow black']",nvidia geforce gtx 1650,256gb ssd,549.99,09/17/2022,9:30:00,AMD,ryzen 5,ryzen 5 5600h,8gb,None
6431,asus,"['asus', 'rog zephyrus 15.6"" qhd gaming laptop', 'eclipse grey', 'eclipse grey']",nvidia geforce rtx 3080,1tb ssd,1949.99,09/17/2022,9:30:00,AMD,ryzen 9,ryzen 9,16gb,None
6432,alienware,"['alienware', 'x14 r1 14.0"" 144hz fhd gaming laptop', 'lunar light']",nvidia geforce rtx 3060,512gb ssd,1899.99,09/17/2022,9:30:00,Intel,i7,i7,16gb,None
6433,hp,"['hp', 'pavilion 15.6"" touch', 'screen laptop', 'ceramic white']",,256gb ssd,679.99,09/17/2022,9:30:00,Intel,i5,i5 1235u,8gb,None
6434,asus,"['asus', 'rog zephyrus g15 15.6"" qhd laptop', '512gb solid state drive', 'eclipse gray']",nvidia geforce rtx 3060,,1499.99,09/17/2022,9:30:00,AMD,ryzen 9,ryzen 9,16gb,None
6435,gigabyte,"['gigabyte', '15.6"" fhd ips 144hz gaming laptop', '16gb']",nvidia geforce rtx 3050,512 gb ssd,849.0,09/17/2022,9:30:00,Intel,i5,i5 11400h,None,None
6436,hp ,"['hp omen', '16.1"" gaming laptop', 'amd radeon rx 6650m', 'mica silver']",,1tb ssd,1579.99,09/17/2022,9:30:00,AMD,ryzen 7,ryzen 7 6800,16gb,None
6437,dell ,"['dell g15 15.6"" fhd 120hz gaming laptop', 'phantom grey with speckles']",nvidia geforce rtx 3050 ti,512gb ssd,1099.99,09/17/2022,9:30:00,AMD,ryzen 7,ryzen 7 6800h,16gb,None
6438,alienware,"['alienware', 'x15 r1 15.6"" fhd gaming laptop', '512gb solid state drive', 'white, lunar light']",nvidia geforce rtx 3070,,2199.99,09/17/2022,9:30:00,Intel,i7,i7,16gb,None
6439,msi,"['msi', 'vector gp76 17.3"" gaming laptop', 'core black']",nvidia geforce rtx 3080,1 tb ssd,2399.99,09/17/2022,9:30:00,Intel,i7,i7,None,None
6440,gigabyte,"['gigabyte', 'aero 16"" 4k amoled gaming laptop']",nvidia geforce rtx 3070 ti,1tb ssd,1699.99,09/17/2022,9:30:00,Intel,i7,i7 12700h,16gb,None
6441,asus,"['asus', 'rog zephyrus 14"" gaming laptop', 'amd rx 6800s', 'moonlight white']",,1tb ssd,2499.99,09/17/2022,9:30:00,AMD,ryzen 9,ryzen 9,32gb,None
6442,acer,"['acer', 'predator helios 300', '15.6"" qhd 240hz gaming laptop']",nvidia geforce rtx 3070 ti,1tb ssd,2099.99,09/17/2022,9:30:00,Intel,i7,i7,16gb,ddr5
6443,gigabyte,"['gigabyte', 'aorus 15.6 ips 240hz gaming laptop']",nvidia geforce rtx 3070,1tb ssd,1499.99,09/17/2022,9:30:00,Intel,i7,i7 11800h,16gb,None
6444,gigabyte,"['gigabyte', 'aero 16"" 4k amoled gaming laptop']",nvidia geforce rtx 3070 ti,1tb ssd,1599.99,09/17/2022,9:30:00,Intel,i7,i7 12700h,16gb,None
6445,gigabyte,"['gigabyte', '15.6 ips level 240hz gaming laptop']",nvidia geforce rtx 3060,512gb ssd,1199.99,09/17/2022,9:30:00,Intel,i7,i7 11800h,16gb,None
6446,razer,"['razer', 'blade 14', '14"" gaming laptop', 'qhd 165hz', '16gb ram', 'black']",nvidia geforce rtx 3070 ti,1tb ssd,2349.99,09/17/2022,9:30:00,AMD,ryzen 9,ryzen 9 6900hx,None,None
6447,asus,"['asus', 'rog 16"" wqxga 165hz gaming laptop', 'off black']",nvidia geforce rtx 3080 ti,2tb ssd,3199.99,09/17/2022,9:30:00,Intel,i9,i9,32gb,ddr5
6448,msi,"['msi', 'katana gf76 17.3"" gaming laptop', 'black']",nvidia geforce rtx 3050 ti,512 gb ssd,1099.99,09/17/2022,9:30:00,Intel,i7,i7,None,None
6449,asus,"['asus', 'rog zephyrus 14"" gaming laptop']",nvidia geforce rtx 3060,1tb ssd,1549.99,09/17/2022,9:30:00,AMD,ryzen 9,ryzen 9,16gb,None
6450,asus,"['asus', 'tuf gaming 17.3"" laptop', 'eclipse grey']",nvidia geforce rtx 3050 ti,512gb ssd,999.99,09/17/2022,9:30:00,Intel,i5,i5,8gb,None
6451,hp,"['hp', '17.3"" gaming laptop', 'shadow black']",nvidia geforce rtx 3060,512gb ssd,1549.99,09/17/2022,9:30:00,Intel,i7,i7 12700h,16gb,None
6452,msi,"['msi', 'delta 15.6"" fhd 240hz gaming laptop', 'radeon rx6700m', 'black']",,1tb ssd,1499.99,09/17/2022,9:30:00,AMD,ryzen 7,ryzen 7 5800,16gb,None
6453,alienware,"['alienware', 'm15 r7 15.6"" qhd 240hz gaming laptop', 'dark side of the moon']",nvidia geforce rtx 3060,1 tb ssd,1999.99,09/17/2022,9:30:00,Intel,i7,i7,16gb,None
6454,razer,"['razer', 'blade 15 advanced', '15.6"" gaming laptop', 'qhd', '240hz', '32gb ram', 'black']",nvidia geforce rtx 3080 ti,1tb ssd,3699.99,09/17/2022,9:30:00,Intel,i7,i7,None,None
6455,msi,"['msi', 'gp66 15.6"" 240hz gaming laptop', 'black']",nvidia geforce rtx 3070,1tb ssd,1699.99,09/17/2022,9:30:00,Intel,i7,i7,16gb,None
6456,lenovo,"['lenovo', 'legion slim 7 15"" 4k ultra hd gaming laptop', 'shadow black']",nvidia geforce rtx 3050 ti,1tb ssd,1439.99,09/17/2022,9:30:00,AMD,ryzen 9,ryzen 9 5900hx,16gb,None
6457,gigabyte,"['gigabyte', 'aorus 15.6"" 2k ips gaming laptop']",nvidia geforce rtx 3070 ti,1tb ssd,1609.99,09/17/2022,9:30:00,Intel,i7,i7 12700h,16gb,None
6458,asus,"['asus', 'gaming f17 fx706 17.3"" gaming laptop', '512 gb']",,,842.99,09/17/2022,9:30:00,Intel,None,None,None,None
6459,msi,"['msi', 'vector gp76 17.3"" gaming laptop', 'core black']",nvidia geforce rtx 3070 ti,1 tb ssd,2499.99,09/17/2022,9:30:00,Intel,i9,i9,None,None
6460,razer,"['razer', 'blade 15 advanced', '15.6"" gaming laptop', 'uhd', '144hz', '32gb ram', 'black']",nvidia geforce rtx 3080 ti,1tb ssd,3999.99,09/17/2022,9:30:00,Intel,i9,i9,None,None
6461,msi,"['msi', 'gf65 15.6"" 144hz gaming laptop', 'black']",nvidia geforce rtx 3060,512gb ssd,1099.99,09/17/2022,9:30:00,Intel,i5,i5,8gb,None
6462,lenovo,"['lenovo', 'ideapad gaming 3 15.6"" fhd laptop', 'shadow black']",nvidia geforce rtx 3050 ti,256gb ssd,899.99,09/17/2022,9:30:00,AMD,ryzen 5,ryzen 5 5600h,8gb,None
6463,dell,"['dell', 'g15 15.6"" fhd gaming laptop', '512gb solid state drive', 'black']",nvidia geforce rtx 3050 ti,,1199.99,09/17/2022,9:30:00,Intel,i7,i7,16gb,None
6464,dell,"['dell', 'g15 15.6"" fhd gaming laptop', '512gb solid state drive', 'black, dark shadow grey']",nvidia geforce rtx 3050,,1149.99,09/17/2022,9:30:00,Intel,i7,i7,16gb,None
6465,asus,"['asus', 'strix scar 15 g533 15.6"" gaming laptop', 'off black']",nvidia geforce rtx 3080,1 tb ssd,2472.99,09/17/2022,9:30:00,Intel,i9,i9,None,None
6466,dell,"['dell', 'g15 15.6"" fhd gaming laptop', '512gb solid state drive', 'phantom grey, with speckles']",nvidia geforce rtx 3050 graphics,,899.99,09/17/2022,9:30:00,AMD,ryzen 5,ryzen 5,8gb,None
6467,razer,"['razer', 'blade 17', '17.3"" gaming laptop', 'uhd 144hz', '32gb ram', 'black']",nvidia geforce rtx 3080 ti,1tb ssd,4299.99,09/17/2022,9:30:00,Intel,i9,i9,None,None
6468,gigabyte ,"['gigabyte aorus 17.3"" fhd laptop']",nvidia geforce rtx 3080 ti,1tb ssd,2899.0,09/17/2022,9:30:00,Intel,i9,i9 12900h,32gb,ddr5
6469,razer,"['razer', 'blade 15 advanced', '15.6"" gaming laptop', 'qhd', '240hz', '16gb ram', 'black']",nvidia geforce rtx 3070 ti,1tb ssd,2999.99,09/17/2022,9:30:00,Intel,i7,i7,None,None
6470,asus,"['asus', 'zenbook 14 um425 14"" laptop', 'pine gray']",,1 tb ssd,1099.99,09/17/2022,9:30:00,AMD,ryzen 9,ryzen 9,None,None
6471,asus,"['asus', 'rog 13.4"" touchscreen gaming tablet', 'black']",nvidia geforce rtx 3050 ti v4g graphics,1tb ssd,1899.99,09/17/2022,9:30:00,Intel,i9,i9,16gb,None
6472,hp ,"['hp omen', '16.1"" gaming laptop', 'shadow black']",nvidia geforce rtx 3060,512gb ssd,1499.99,09/17/2022,9:30:00,Intel,i7,i7,16gb,None
6473,asus,"['asus', 'vivobook pro 16x n7600 16"" laptop']",,1 tb ssd,1549.99,09/17/2022,9:30:00,Intel,i7,i7,None,None
6474,asus,"['asus', 'flow x16 gv601 16"" touch', 'screen multifunctional laptop', 'eclipse gray']",nvidia geforce rtx 3070 ti,1 tb ssd,2699.99,09/17/2022,9:30:00,AMD,ryzen 9,ryzen 9,None,None
6475,alienware,"['alienware', 'm15 r5 15.6"" fhd gaming laptop', '1tb solid state drive', 'dark side of the moon']",nvidia geforce rtx 3070,,1999.99,09/17/2022,9:30:00,AMD,ryzen 9,ryzen 9,16gb,None
6476,hp,"['hp', 'pavilion 15.6"" touch', 'screen laptop', 'ceramic white']",,512gb ssd,869.99,09/17/2022,9:30:00,Intel,i7,i7 1255u,8gb,None
6477,msi,"['msi', 'gf63 15.6"" gaming laptop', 'black']",nvidia geforce gtx 1650,256gb ssd,629.99,09/17/2022,9:30:00,Intel,i5,i5,8gb,None
6478,razer,"['razer', 'blade 17', '17.3"" gaming laptop', 'qhd 240hz', '16gb ram', 'black']",nvidia geforce rtx 3060,1tb ssd,2799.99,09/17/2022,9:30:00,Intel,i7,i7,None,None
6479,asus,"['asus', 'rog zephyrus g15 15.6"" qhd laptop', '1tb solid state drive', 'eclipse gray']",nvidia geforce rtx 3080,,2099.99,09/17/2022,9:30:00,AMD,ryzen 9,ryzen 9,16gb,None
6480,razer,"['razer', 'blade 17', '17.3"" gaming laptop', 'qhd 240hz', '16gb ram', 'black']",nvidia geforce rtx 3070 ti,1tb ssd,3108.99,09/17/2022,9:30:00,Intel,i7,i7,None,None
6481,hp,"['hp', 'victus 15.6"" gaming laptop', 'mica silver']",nvidia geforce rtx 3050 ti,512gb ssd,1099.99,09/17/2022,10:30:00,Intel,i7,i7 12650h,16gb,None
6482,hp ,"['hp omen', '16.1"" laptop', 'shadow black']",nvidia geforce rtx 3050 ti,1tb ssd,1479.99,09/17/2022,10:30:00,Intel,i7,i7 12700h,16gb,None
6483,hp ,"['hp omen', '16.1"" qhd laptop', 'shadow black']",nvidia geforce rtx 3060,1tb ssd,1699.99,09/17/2022,10:30:00,Intel,i7,i7 12700h,16gb,None
6484,asus,"['asus', 'rog zephyrus 16"" wqxga 165hz gaming laptop', 'off black']",nvidia geforce rtx 3070 ti,1tb pcie 4.0 ssd,2149.99,09/17/2022,10:30:00,Intel,i9,i9,None,None
6485,hp,"['hp', 'victus 15.6"" gaming laptop', 'mica silver']",nvidia geforce gtx 1650,512gb ssd,699.99,09/17/2022,10:30:00,Intel,i5,i5 12450h,8gb,None
6486,acer,"['acer', 'nitro 5', '15.6"" fhd gaming laptop', 'black']",nvidia geforce rtx 3050 ti,512gb gen 4 ssd,999.99,09/17/2022,10:30:00,Intel,i5,i5,16gb,ddr4
