,Company Name,Meta data,Graphic card,Hard disk,Price,Date,Time,Processor Name,Processor Chip,Processor Chip Detail,RAM storage,RAM detail
1,hp ,"['hp omen', '16.1"" qhd laptop', 'shadow black']",nvidia geforce rtx 3060,1tb ssd,1199.99,09/03/2022,15:30:00,Intel,i7,i7 12700h,16gb,None
2,hp,"['hp', 'victus 15.6"" gaming laptop', 'mica silver']",nvidia geforce gtx 1650,512gb ssd,549.99,09/03/2022,15:30:00,Intel,i5,i5 12450h,8gb,None
3,asus,"['asus', 'tuf dash 15.6"" gaming laptop', 'eclipse grey']",nvidia geforce rtx 3060,512gb ssd,999.99,09/03/2022,15:30:00,Intel,i7,11th gen i7,16gb,None
4,hp,"['hp', 'victus 15.6"" gaming laptop', 'mica silver']",nvidia geforce rtx 3050 ti,512gb ssd,1099.99,09/03/2022,15:30:00,Intel,i7,i7 12650h,16gb,None
5,asus,"['asus', 'rog zephyrus 16"" wqxga 165hz gaming laptop', 'off black']",nvidia geforce rtx 3070 ti,1tb pcie 4.0 ssd,1799.99,09/03/2022,15:30:00,Intel,i9,i9,None,None
6,acer,"['acer', 'nitro 5', '15.6"" fhd gaming laptop', 'black']",nvidia geforce rtx 3050 ti,512gb gen 4 ssd,849.99,09/03/2022,15:30:00,Intel,i5,i5,16gb,ddr4
7,dell,"['dell', 'g15re 5000 15.6"" gaming laptop', '1tb solid state drive', 'grey']",nvidia geforce rtx 3050 ti,,899.99,09/03/2022,15:30:00,AMD,ryzen 7,ryzen 7,16gb,None
8,msi,"['msi', 'sword 15.6"" 144hz gaming laptop', 'black']",nvidia geforce rtx 3060,1tb ssd,1099.99,09/03/2022,15:30:00,Intel,i7,i7,16gb,None
9,hp ,"['hp omen', '16.1"" laptop', 'shadow black']",nvidia geforce rtx 3050 ti,1tb ssd,1479.99,09/03/2022,15:30:00,Intel,i7,i7 12700h,16gb,None
10,asus,"['asus', 'rog zephyrus g14 14"" laptop']",nvidia geforce gtx 1650,512gb ssd,1149.99,09/03/2022,15:30:00,AMD,ryzen 7,ryzen 7,16gb,None
11,lenovo,"['lenovo', 'ideapad gaming 3 15ihu6 15.6"" gaming laptop', 'shadow black']",nvidia geforce rtx 3050,256 gb ssd,939.99,09/03/2022,15:30:00,Intel,i5,i5,None,None
12,lenovo,"['lenovo', 'legion 5 15"" gaming laptop', 'phantom blue']",nvidia geforce rtx 3050 ti,512gb ssd,899.99,09/03/2022,15:30:00,AMD,ryzen 7,ryzen 7 5800h,8gb,None
13,gigabyte,"['gigabyte', 'aorus 15.6 ips 240hz gaming laptop']",nvidia geforce rtx 3070,1tb ssd,1199.99,09/03/2022,15:30:00,Intel,i7,i7 11800h,16gb,None
14,lenovo,"['lenovo', 'legion slim 7i 16"" wuxga gaming laptop', 'onyx grey']",nvidia geforce rtx 3060,512gb ssd,1299.99,09/03/2022,15:30:00,Intel,i7,i7 12700h,16gb,None
15,lenovo,"['lenovo', 'ideapad gaming 3i 15.6"" fhd laptop', 'shadow black']",nvidia geforce gtx 1650,256gb ssd,599.99,09/03/2022,15:30:00,Intel,i5,i5 11300h,8gb,None
16,acer,"['acer', 'predator helios 300', '15.6"" fhd 165hz gaming laptop']",nvidia geforce rtx 3060,512gb ssd,1299.99,09/03/2022,15:30:00,Intel,i7,i7,16gb,ddr5
17,alienware,"['alienware', 'x14 r1 14.0"" 144hz fhd gaming laptop', 'lunar light']",nvidia geforce rtx 3060,512gb ssd,1599.99,09/03/2022,15:30:00,Intel,i7,i7,16gb,None
18,acer,"['acer', 'predator helios 300', '15.6"" qhd 240hz gaming laptop']",nvidia geforce rtx 3070 ti,1tb ssd,1699.99,09/03/2022,15:30:00,Intel,i7,i7,16gb,ddr5
19,msi,"['msi', 'vector gp66 15.6"" 360hz gaming laptop', 'black']",nvidia geforce rtx 3070 ti,1tb ssd,1999.99,09/03/2022,15:30:00,Intel,i9,i9,32gb,None
20,gigabyte,"['gigabyte', 'aero 16"" 4k amoled gaming laptop']",nvidia geforce rtx 3070 ti,1tb ssd,1499.99,09/03/2022,15:30:00,Intel,i7,i7 12700h,16gb,None
21,asus,"['asus', 'rog 13.4"" touchscreen gaming laptop', 'off black']",nvidia geforce rtx 3050 ti v4g graphics,1tb ssd,1199.99,09/03/2022,15:30:00,AMD,ryzen 9,ryzen 9,16gb,None
22,alienware ,"['alienware x15 r2  15.6"" fhd gaming laptop', 'lunar light']",nvidia geforce rtx 3070ti,1tb ssd,2399.99,09/03/2022,15:30:00,Intel,i7,12th gen i7,16gb,None
23,asus,"['asus', 'rog zephyrus 15.6"" wqhd 165hz gaming laptop', 'eclipse gray']",nvidia geforce rtx 3060,512gb pcie 4.0 ssd,1619.99,09/03/2022,15:30:00,AMD,ryzen 9,ryzen 9,None,None
24,alienware,"['alienware', 'm17 r5 17.3"" fhd gaming laptop', 'dark side of the moon']",nvidia geforce rtx 3070 ti,1tb ssd,2499.99,09/03/2022,15:30:00,AMD,ryzen 9,ryzen 9,16gb,None
25,asus,"['asus', 'rog zephyrus 14” wqxga 120hz gaming laptop', 'amd radeon rx 6700s']",,1tb pcie 4.0 ssd,1649.99,09/03/2022,15:30:00,AMD,ryzen 9,ryzen 9,16gb,ddr5
26,gigabyte,"['gigabyte', 'aorus 15.6"" ips gaming laptop']",nvidia geforce rtx 3070,512gb ssd,1249.99,09/03/2022,15:30:00,Intel,i7,i7 12700h,16gb,None
27,gigabyte,"['gigabyte', '15.6"" fhd ips gaming laptop', '16gb']",nvidia geforce rtx 3060,512gb ssd,949.99,09/03/2022,15:30:00,Intel,i5,i5 11400h,None,None
28,asus,"['asus', 'tuf gaming a15 15.6"" fhd 144hz gaming laptop']",nvidia geforce rtx 3050 ti,512gb pcie ssd,1079.99,09/03/2022,15:30:00,AMD,ryzen 7,ryzen 7,None,None
29,gigabyte,"['gigabyte', '15.6"" fhd ips 144hz gaming laptop', '16gb']",nvidia geforce rtx 3050,512 gb ssd,799.0,09/03/2022,15:30:00,Intel,i5,i5 11400h,None,None
30,lenovo,"['lenovo', 'legion 5 pro 16"" wqxga gaming laptop', 'storm grey']",nvidia geforce rtx 3050 ti,512gb ssd,1399.99,09/03/2022,15:30:00,AMD,ryzen 7,ryzen 7 6800h,16gb,None
31,msi,"['msi', 'sword 15.6"" 144hz gaming laptop', 'black']",nvidia geforce rtx 3050,512gb ssd,949.99,09/03/2022,15:30:00,Intel,i5,i5,8gb,None
32,msi,"['msi', 'stealth 17.3"" 144hz gaming laptop', 'black']",nvidia geforce rtx 3060,1tb ssd,1799.99,09/03/2022,15:30:00,Intel,i7,i7,16gb,None
33,dell ,"['dell g15 15.6"" fhd 120hz gaming laptop', 'phantom grey with speckles']",nvidia geforce rtx 3050 ti,512gb ssd,999.99,09/03/2022,15:30:00,AMD,ryzen 7,ryzen 7 6800h,16gb,None
34,dell ,"['dell g15 15.6"" fhd 120hz gaming laptop', 'phantom grey with speckles']",nvidia geforce rtx 3050,512gb ssd,949.99,09/03/2022,15:30:00,AMD,ryzen 5,ryzen 5,8gb,None
35,hp,"['hp', 'pavilion 15.6"" touch', 'screen laptop', 'ceramic white']",,256gb ssd,674.99,09/03/2022,15:30:00,Intel,i5,i5 1235u,8gb,None
36,asus,"['asus', 'rog zephyrus 16"" fhd 165hz gaming laptop', 'off black']",nvidia geforce rtx 3060,512gb pcie 4.0 ssd,1649.99,09/03/2022,15:30:00,Intel,i7,i7,None,None
37,lenovo,"['lenovo', 'legion slim 7 amd advantage edition 16"" wqxga gaming laptop', 'amd radeon rx 6800s', 'onyx grey']",,1tb ssd,1949.99,09/03/2022,15:30:00,AMD,ryzen 9,ryzen 9 6900hx,16gb,None
38,acer,"['acer', 'predator triton 300 se', '14” 165hz creator/gaming laptop', 'gray']",,512gb ssd,1399.99,09/03/2022,15:30:00,Intel,i7,i7,16gb,lpddr5
39,asus,"['asus', 'rog strix g15 advantage edition 15.6"" qhd gaming laptop', 'radeon\xa0rx 6800m']",,512gb ssd,1399.99,09/03/2022,15:30:00,AMD,ryzen 9,ryzen 9 5980hx,16gb,None
40,asus,"['asus', 'rog zephyrus 14"" gaming laptop']",nvidia geforce rtx 3060,1tb ssd,1549.99,09/03/2022,15:30:00,AMD,ryzen 9,ryzen 9,16gb,None
41,acer,"['acer', 'nitro 5 17.3"" full hd ips 144hz gaming laptop']",nvidia geforce rtx 3050,512gb pcie gen 4 ssd,949.99,09/03/2022,15:30:00,Intel,i5,i5 12500h,None,None
42,msi,"['msi', 'delta 15.6"" fhd 240hz gaming laptop', 'radeon rx6700m', 'black']",,1tb ssd,1599.99,09/03/2022,15:30:00,AMD,ryzen 7,ryzen 7 5800,16gb,None
43,asus,"['asus', 'rog zephyrus 15.6"" qhd gaming laptop', 'eclipse grey', 'eclipse grey']",nvidia geforce rtx 3080,1tb ssd,1949.99,09/03/2022,15:30:00,AMD,ryzen 9,ryzen 9,16gb,None
44,asus,"['asus', 'rog 13.4"" touchscreen gaming tablet', 'black']",nvidia geforce rtx 3050 ti v4g graphics,1tb ssd,1599.99,09/03/2022,15:30:00,Intel,i9,i9,16gb,None
45,asus,"['asus', 'rog 16"" touchscreen gaming laptop', 'off black']",nvidia geforce rtx 3060 v6g graphics,1tb ssd,1999.99,09/03/2022,15:30:00,AMD,ryzen 9,ryzen 9,16gb,ddr5
46,asus,"['asus', 'rog strix g15 advantage edition 15.6"" fhd gaming laptop', 'radeon\xa0rx 6800m']",,512gb ssd,1319.99,09/03/2022,15:30:00,AMD,ryzen 9,ryzen 9 5900hx,16gb,None
47,asus,"['asus', 'tuf dash 15.6"" fhd 144hz gaming laptop', 'off black']",nvidia geforce rtx 3070,512gb pcie ssd,1499.99,09/03/2022,15:30:00,Intel,i7,i7,16gb,ddr5
48,hp ,"['hp omen', '16.1"" gaming laptop', 'amd radeon rx 6650m', 'mica silver']",,1tb ssd,1579.99,09/03/2022,15:30:00,AMD,ryzen 7,ryzen 7 6800,16gb,None
49,msi,"['msi', 'gp66 15.6"" 240hz gaming laptop', 'black']",nvidia geforce rtx 3070,1tb ssd,1699.99,09/03/2022,15:30:00,Intel,i7,i7,16gb,None
50,asus,"['asus', 'gaming f17 fx706 17.3"" gaming laptop', '512 gb']",,,842.99,09/03/2022,15:30:00,Intel,None,None,None,None
51,msi,"['msi', 'gs66 15.6"" gaming laptop', 'black']",nvidia geforce rtx 3060,1tb ssd,1124.99,09/03/2022,15:30:00,Intel,i7,i7,16gb,None
52,alienware,"['alienware', 'x15 r1 15.6"" fhd gaming laptop', '512gb solid state drive', 'white, lunar light']",nvidia geforce rtx 3070,,2199.99,09/03/2022,15:30:00,Intel,i7,i7,16gb,None
53,asus,"['asus', 'rog zephyrus 14"" fhd 144hz gaming laptop', 'moonlight white']",nvidia geforce rtx 3060,512gb pcie ssd,1399.99,09/03/2022,15:30:00,AMD,ryzen 7,ryzen 7,16gb,ddr4
54,asus,"['asus', 'rog 13.4"" touchscreen gaming laptop', 'off black']",nvidia geforce rtx 3050 ti v4g graphics,1tb ssd,1599.99,09/03/2022,15:30:00,AMD,ryzen 9,ryzen 9,16gb,None
55,razer,"['razer', 'blade 15 advanced', '15.6"" gaming laptop', 'uhd', '144hz', '32gb ram', 'black']",nvidia geforce rtx 3080 ti,1tb ssd,3999.99,09/03/2022,15:30:00,Intel,i9,i9,None,None
56,hp ,"['hp omen', '16.1"" gaming laptop']",nvidia geforce rtx 3050 ti,512gb ssd,997.99,09/03/2022,15:30:00,AMD,ryzen 7,ryzen 7,16gb,None
57,asus,"['asus', 'rog zephyrus 14"" wqxga 120hz gaming laptop', 'amd radeon rx 6800s', 'moonlight white']",,1tb pcie 4.0 ssd,1899.99,09/03/2022,15:30:00,AMD,ryzen 9,ryzen 9,16gb,ddr5
58,asus,"['asus', 'strix scar 15 g533 15.6"" gaming laptop', 'off black']",nvidia geforce rtx 3080,1 tb ssd,2499.99,09/03/2022,15:30:00,Intel,i9,i9,None,None
59,dell,"['dell', 'g15 15.6"" fhd gaming laptop', '512gb solid state drive', 'black']",nvidia geforce rtx 3050 ti,,1199.99,09/03/2022,15:30:00,Intel,i7,i7,16gb,None
60,msi,"['msi', 'ge66 raider 15.6"" gaming laptop', 'titanium blue']",nvidia geforce rtx 3070 ti,1 tb ssd,2699.99,09/03/2022,15:30:00,Intel,i9,i9,None,None
61,asus ,"['asus vivobook flip multifunctional laptop, 14” fhd touch display, amd ryzen 7, 16gb ddr4, 1tb ssd, bespoke black', 'black']",,,799.99,09/03/2022,15:30:00,None,None,None,None,None
62,lenovo,"['lenovo', 'legion slim 7 15"" gaming laptop', 'shadow black']",nvidia geforce rtx 3060,512gb ssd,1199.99,09/03/2022,15:30:00,AMD,ryzen 7,ryzen 7 5800h,16gb,None
63,gigabyte,"['gigabyte', 'aero 16"" 4k amoled gaming laptop']",nvidia geforce rtx 3070 ti,1tb ssd,1799.99,09/03/2022,15:30:00,Intel,i7,i7 12700h,16gb,None
64,asus,"['asus', 'rog zephyrus 15.6"" wqhd 165hz gaming laptop', 'eclipse grey']",nvidia geforce rtx 3070 ti,1tb pcie 4.0 ssd,1999.99,09/03/2022,15:30:00,AMD,ryzen 9,ryzen 9,None,None
65,asus,"['asus', 'rog zephyrus 15.6"" qhd gaming laptop', 'eclipse grey', 'eclipse grey']",nvidia geforce rtx 3070,1tb ssd,1479.99,09/03/2022,15:30:00,AMD,ryzen 9,ryzen 9,16gb,None
66,asus,"['asus', 'rog 16"" wqxga 165hz gaming laptop', 'off black']",nvidia geforce rtx 3080 ti,2tb ssd,3199.99,09/03/2022,15:30:00,Intel,i9,i9,32gb,ddr5
67,dell,"['dell', 'g15 15.6"" fhd gaming laptop', '512gb solid state drive', 'phantom grey, with speckles']",nvidia geforce rtx 3050 graphics,,899.99,09/03/2022,15:30:00,AMD,ryzen 5,ryzen 5,8gb,None
68,asus,"['asus', 'tuf gaming f15 15.6"" laptop', 'eclipse gray']",nvidia geforce rtx 3060,1tb ssd,1403.99,09/03/2022,15:30:00,Intel,i7,i7,16gb,None
69,asus,"['asus', 'zenbook pro 15.6"" touch', 'screen laptop', 'pine gray']",nvidia geforce rtx 3050 ti,,1449.99,09/03/2022,15:30:00,AMD,ryzen 9,ryzen 9,None,None
70,razer,"['razer', 'blade 14', '14"" gaming laptop', 'qhd 165hz', '16gb ram', 'black']",nvidia geforce rtx 3070 ti,1tb ssd,2599.99,09/03/2022,15:30:00,AMD,ryzen 9,ryzen 9 6900hx,None,None
71,dell,"['dell', 'g15 15.6"" fhd gaming laptop', '512gb solid state drive', 'black, dark shadow grey']",nvidia geforce rtx 3050,,1149.99,09/03/2022,15:30:00,Intel,i7,i7,16gb,None
72,asus,"['asus', 'vivobook pro 16x n7600 16"" laptop', '1 tb']",,,1549.99,09/03/2022,15:30:00,Intel,None,None,None,None
73,msi,"['msi', 'ge66 raider 15.6"" gaming laptop', 'titanium blue']",nvidia geforce rtx 3070 ti,1 tb ssd,2399.99,09/03/2022,15:30:00,Intel,i7,i7,None,None
74,lenovo,"['lenovo', 'legion slim 7 15"" 4k ultra hd gaming laptop', 'shadow black']",nvidia geforce rtx 3050 ti,1tb ssd,1439.99,09/03/2022,15:30:00,AMD,ryzen 9,ryzen 9 5900hx,16gb,None
75,razer,"['razer', 'blade 17', '17.3"" gaming laptop', 'uhd 144hz', '32gb ram', 'black']",nvidia geforce rtx 3080 ti,1tb ssd,4299.99,09/03/2022,15:30:00,Intel,i9,i9,None,None
76,gigabyte ,"['gigabyte aorus 17.3"" fhd laptop']",nvidia geforce rtx 3080 ti,1tb ssd,2799.0,09/03/2022,15:30:00,Intel,i9,i9 12900h,32gb,ddr5
77,gigabyte ,"['gigabyte aero 17.3"" 4k ultra hd laptop']",nvidia geforce rtx 3080 ti,2tb ssd,3599.0,09/03/2022,15:30:00,Intel,i9,i9 12900hk,32gb,ddr5
78,hp,"['hp', 'pavilion 15.6"" touch', 'screen laptop', 'ceramic white']",,512gb ssd,869.99,09/03/2022,15:30:00,Intel,i7,i7 1255u,8gb,None
79,msi,"['msi', 'katana gf76 17.3"" gaming laptop', 'black']",nvidia geforce rtx 3050 ti,512 gb ssd,1099.99,09/03/2022,15:30:00,Intel,i7,i7,None,None
80,asus,"['asus', 'tuf gaming 17.3"" laptop', 'eclipse grey']",nvidia geforce rtx 3050 ti,512gb ssd,999.99,09/03/2022,15:30:00,Intel,i5,i5,8gb,ddr4
81,asus,"['asus', 'strix scar 15 g533 15.6"" gaming laptop', 'off black']",nvidia geforce rtx 3060,512 gb ssd,1683.99,09/03/2022,15:30:00,Intel,i9,i9,None,None
82,msi,"['msi', 'gf65 15.6"" 144hz gaming laptop', 'black']",nvidia geforce rtx 3060,512gb ssd,1099.99,09/03/2022,15:30:00,Intel,i5,i5,8gb,None
83,dell,"['dell', 'g15 15.6"" fhd gaming laptop', '512gb solid state drive', 'phantom grey, with speckles']",nvidia geforce rtx 3050 ti graphics,,999.99,09/03/2022,15:30:00,AMD,ryzen 7,ryzen 7,8gb,None
84,alienware,"['alienware', 'm15 r5 15.6"" fhd gaming laptop', '1tb solid state drive', 'dark side of the moon']",nvidia geforce rtx 3070,,1999.99,09/03/2022,15:30:00,AMD,ryzen 9,ryzen 9,16gb,None
85,corsair,"['corsair', 'voyager a1600 16” qhd 240hz gaming laptop', 'amd radeon rx 6800m', 'black']",,2tb pcie ssd,2699.99,09/03/2022,15:30:00,AMD,ryzen 9,ryzen 9 6900hs,32gb,None
86,hp,"['hp', '17.3"" gaming laptop', 'shadow black']",nvidia geforce rtx 3060,512gb ssd,1549.99,09/03/2022,15:30:00,Intel,i7,i7 12700h,16gb,None
87,msi,"['msi', 'vector gp76 17.3"" gaming laptop', 'core black']",nvidia geforce rtx 3080,1 tb ssd,2499.99,09/03/2022,15:30:00,Intel,i7,i7,None,None
88,msi,"['msi', 'gs76 17.3"" fhd 360hz gaming laptop']",nvidia geforce rtx 3070,1tb ssd,1649.99,09/03/2022,15:30:00,Intel,i9,i9,32gb,None
89,msi,"['msi', 'stealth gs77 17.3"" gaming laptop', 'core black']",nvidia geforce rtx 3070 ti,1 tb ssd,2799.99,09/03/2022,15:30:00,Intel,i9,i9,None,None
90,razer,"['razer', 'blade 15 advanced', '15.6"" gaming laptop', 'fhd', '360hz', '32gb ram', 'black']",nvidia geforce rtx 3080 ti,1tb ssd,3699.99,09/03/2022,15:30:00,Intel,i7,i7,None,None
91,hp ,"['hp omen', '16.1"" qhd laptop', 'shadow black']",nvidia geforce rtx 3060,1tb ssd,1199.99,09/04/2022,18:30:00,Intel,i7,i7 12700h,16gb,None
92,hp,"['hp', 'victus 15.6"" gaming laptop', 'mica silver']",nvidia geforce gtx 1650,512gb ssd,549.99,09/04/2022,18:30:00,Intel,i5,i5 12450h,8gb,None
93,asus,"['asus', 'tuf dash 15.6"" gaming laptop', 'eclipse grey']",nvidia geforce rtx 3060,512gb ssd,999.99,09/04/2022,18:30:00,Intel,i7,11th gen i7,16gb,None
94,acer,"['acer', 'nitro 5', '15.6"" fhd gaming laptop', 'black']",nvidia geforce rtx 3050 ti,512gb gen 4 ssd,849.99,09/04/2022,18:30:00,Intel,i5,i5,16gb,ddr4
95,hp,"['hp', 'victus 15.6"" gaming laptop', 'mica silver']",nvidia geforce rtx 3050 ti,512gb ssd,1099.99,09/04/2022,18:30:00,Intel,i7,i7 12650h,16gb,None
96,dell,"['dell', 'g15re 5000 15.6"" gaming laptop', '1tb solid state drive', 'grey']",nvidia geforce rtx 3050 ti,,899.99,09/04/2022,18:30:00,AMD,ryzen 7,ryzen 7,16gb,None
97,asus,"['asus', 'rog zephyrus 16"" wqxga 165hz gaming laptop', 'off black']",nvidia geforce rtx 3070 ti,1tb pcie 4.0 ssd,1799.99,09/04/2022,18:30:00,Intel,i9,i9,None,None
98,msi,"['msi', 'sword 15.6"" 144hz gaming laptop', 'black']",nvidia geforce rtx 3060,1tb ssd,1099.99,09/04/2022,18:30:00,Intel,i7,i7,16gb,None
99,hp ,"['hp omen', '16.1"" laptop', 'shadow black']",nvidia geforce rtx 3050 ti,1tb ssd,1479.99,09/04/2022,18:30:00,Intel,i7,i7 12700h,16gb,None
100,asus,"['asus', 'rog zephyrus g14 14"" laptop']",nvidia geforce gtx 1650,512gb ssd,1149.99,09/04/2022,18:30:00,AMD,ryzen 7,ryzen 7,16gb,None
101,lenovo,"['lenovo', 'ideapad gaming 3 15ihu6 15.6"" gaming laptop', 'shadow black']",nvidia geforce rtx 3050,256 gb ssd,939.99,09/04/2022,18:30:00,Intel,i5,i5,None,None
102,lenovo,"['lenovo', 'legion 5 15"" gaming laptop', 'phantom blue']",nvidia geforce rtx 3050 ti,512gb ssd,899.99,09/04/2022,18:30:00,AMD,ryzen 7,ryzen 7 5800h,8gb,None
103,gigabyte,"['gigabyte', 'aorus 15.6 ips 240hz gaming laptop']",nvidia geforce rtx 3070,1tb ssd,1199.99,09/04/2022,18:30:00,Intel,i7,i7 11800h,16gb,None
104,lenovo,"['lenovo', 'legion slim 7i 16"" wuxga gaming laptop', 'onyx grey']",nvidia geforce rtx 3060,512gb ssd,1299.99,09/04/2022,18:30:00,Intel,i7,i7 12700h,16gb,None
105,lenovo,"['lenovo', 'ideapad gaming 3i 15.6"" fhd laptop', 'shadow black']",nvidia geforce gtx 1650,256gb ssd,599.99,09/04/2022,18:30:00,Intel,i5,i5 11300h,8gb,None
106,gigabyte,"['gigabyte', 'aero 16"" 4k amoled gaming laptop']",nvidia geforce rtx 3070 ti,1tb ssd,1499.99,09/04/2022,18:30:00,Intel,i7,i7 12700h,16gb,None
107,alienware,"['alienware', 'x14 r1 14.0"" 144hz fhd gaming laptop', 'lunar light']",nvidia geforce rtx 3060,512gb ssd,1599.99,09/04/2022,18:30:00,Intel,i7,i7,16gb,None
108,acer,"['acer', 'predator helios 300', '15.6"" qhd 240hz gaming laptop']",nvidia geforce rtx 3070 ti,1tb ssd,1699.99,09/04/2022,18:30:00,Intel,i7,i7,16gb,ddr5
109,msi,"['msi', 'vector gp66 15.6"" 360hz gaming laptop', 'black']",nvidia geforce rtx 3070 ti,1tb ssd,1999.99,09/04/2022,18:30:00,Intel,i9,i9,32gb,None
110,gigabyte,"['gigabyte', '15.6"" fhd ips gaming laptop', '16gb']",nvidia geforce rtx 3060,512gb ssd,949.99,09/04/2022,18:30:00,Intel,i5,i5 11400h,None,None
111,acer,"['acer', 'predator helios 300', '15.6"" fhd 165hz gaming laptop']",nvidia geforce rtx 3060,512gb ssd,1299.99,09/04/2022,18:30:00,Intel,i7,i7,16gb,ddr5
112,asus,"['asus', 'rog 13.4"" touchscreen gaming laptop', 'off black']",nvidia geforce rtx 3050 ti v4g graphics,1tb ssd,1199.99,09/04/2022,18:30:00,AMD,ryzen 9,ryzen 9,16gb,None
113,asus,"['asus', 'rog strix g15 advantage edition 15.6"" qhd gaming laptop', 'radeon\xa0rx 6800m']",,512gb ssd,1399.99,09/04/2022,18:30:00,AMD,ryzen 9,ryzen 9 5980hx,16gb,None
114,alienware ,"['alienware x15 r2  15.6"" fhd gaming laptop', 'lunar light']",nvidia geforce rtx 3070ti,1tb ssd,2399.99,09/04/2022,18:30:00,Intel,i7,12th gen i7,16gb,None
115,asus,"['asus', 'rog zephyrus 15.6"" wqhd 165hz gaming laptop', 'eclipse gray']",nvidia geforce rtx 3060,512gb pcie 4.0 ssd,1619.99,09/04/2022,18:30:00,AMD,ryzen 9,ryzen 9,None,None
116,asus,"['asus', 'rog zephyrus 14” wqxga 120hz gaming laptop', 'amd radeon rx 6700s']",,1tb pcie 4.0 ssd,1649.99,09/04/2022,18:30:00,AMD,ryzen 9,ryzen 9,16gb,ddr5
117,gigabyte,"['gigabyte', 'aorus 15.6"" ips gaming laptop']",nvidia geforce rtx 3070,512gb ssd,1249.99,09/04/2022,18:30:00,Intel,i7,i7 12700h,16gb,None
118,alienware,"['alienware', 'm17 r5 17.3"" fhd gaming laptop', 'dark side of the moon']",nvidia geforce rtx 3070 ti,1tb ssd,2499.99,09/04/2022,18:30:00,AMD,ryzen 9,ryzen 9,16gb,None
119,lenovo,"['lenovo', 'legion 5 pro 16"" wqxga gaming laptop', 'storm grey']",nvidia geforce rtx 3050 ti,512gb ssd,1399.99,09/04/2022,18:30:00,AMD,ryzen 7,ryzen 7 6800h,16gb,None
120,dell ,"['dell g15 15.6"" fhd 120hz gaming laptop', 'phantom grey with speckles']",nvidia geforce rtx 3050,512gb ssd,949.99,09/04/2022,18:30:00,AMD,ryzen 5,ryzen 5,8gb,None
121,asus,"['asus', 'tuf gaming a15 15.6"" fhd 144hz gaming laptop']",nvidia geforce rtx 3050 ti,512gb pcie ssd,1079.99,09/04/2022,18:30:00,AMD,ryzen 7,ryzen 7,None,None
122,lenovo,"['lenovo', 'legion slim 7 amd advantage edition 16"" wqxga gaming laptop', 'amd radeon rx 6800s', 'onyx grey']",,1tb ssd,1949.99,09/04/2022,18:30:00,AMD,ryzen 9,ryzen 9 6900hx,16gb,None
123,asus,"['asus', 'rog zephyrus 16"" fhd 165hz gaming laptop', 'off black']",nvidia geforce rtx 3060,512gb pcie 4.0 ssd,1649.99,09/04/2022,18:30:00,Intel,i7,i7,None,None
124,acer,"['acer', 'nitro 5 17.3"" full hd ips 144hz gaming laptop']",nvidia geforce rtx 3050,512gb pcie gen 4 ssd,949.99,09/04/2022,18:30:00,Intel,i5,i5 12500h,None,None
125,msi,"['msi', 'sword 15.6"" 144hz gaming laptop', 'black']",nvidia geforce rtx 3050,512gb ssd,949.99,09/04/2022,18:30:00,Intel,i5,i5,8gb,None
126,msi,"['msi', 'stealth 17.3"" 144hz gaming laptop', 'black']",nvidia geforce rtx 3060,1tb ssd,1799.99,09/04/2022,18:30:00,Intel,i7,i7,16gb,None
127,msi,"['msi', 'gs66 15.6"" gaming laptop', 'black']",nvidia geforce rtx 3060,1tb ssd,1124.99,09/04/2022,18:30:00,Intel,i7,i7,16gb,None
128,dell ,"['dell g15 15.6"" fhd 120hz gaming laptop', 'phantom grey with speckles']",nvidia geforce rtx 3050 ti,512gb ssd,999.99,09/04/2022,18:30:00,AMD,ryzen 7,ryzen 7 6800h,16gb,None
129,asus,"['asus', 'rog 13.4"" touchscreen gaming tablet', 'black']",nvidia geforce rtx 3050 ti v4g graphics,1tb ssd,1599.99,09/04/2022,18:30:00,Intel,i9,i9,16gb,None
130,gigabyte,"['gigabyte', '15.6"" fhd ips 144hz gaming laptop', '16gb']",nvidia geforce rtx 3050,512 gb ssd,799.0,09/04/2022,18:30:00,Intel,i5,i5 11400h,None,None
131,asus,"['asus', 'rog zephyrus 14"" gaming laptop']",nvidia geforce rtx 3060,1tb ssd,1549.99,09/04/2022,18:30:00,AMD,ryzen 9,ryzen 9,16gb,None
132,asus,"['asus', 'rog 13.4"" touchscreen gaming laptop', 'off black']",nvidia geforce rtx 3050 ti v4g graphics,1tb ssd,1599.99,09/04/2022,18:30:00,AMD,ryzen 9,ryzen 9,16gb,None
133,gigabyte,"['gigabyte', 'aero 16"" 4k amoled gaming laptop']",nvidia geforce rtx 3070 ti,1tb ssd,1799.99,09/04/2022,18:30:00,Intel,i7,i7 12700h,16gb,None
134,asus,"['asus', 'tuf dash 15.6"" fhd 144hz gaming laptop', 'off black']",nvidia geforce rtx 3070,512gb pcie ssd,1499.99,09/04/2022,18:30:00,Intel,i7,i7,16gb,ddr5
135,msi,"['msi', 'delta 15.6"" fhd 240hz gaming laptop', 'radeon rx6700m', 'black']",,1tb ssd,1599.99,09/04/2022,18:30:00,AMD,ryzen 7,ryzen 7 5800,16gb,None
136,hp,"['hp', 'pavilion 15.6"" touch', 'screen laptop', 'ceramic white']",,256gb ssd,679.99,09/04/2022,18:30:00,Intel,i5,i5 1235u,8gb,None
